1651,2190
1651,2190
1651,2191
1652,2190
1651,2191
1651,2190
1652,2190
1651,2190
1651,2190
1650,2190
1650,2190
1650,2190
-1,-1
1043,416
-1,-1
3036,852
3035,852
3034,853
3034,853
3035,854
-1,-1
387,3426
387,3427
387,3427
386,3428
387,3428
386,3428
386,3428
385,3429
385,3430
-1,-1
87,124
88,125
88,125
88,125
88,124
89,125
88,126
88,127
89,127
88,128
88,127
89,126
88,127
87,128
88,129
87,128
88,127
88,126
89,125
89,126
90,125
89,126
90,126
90,125
-1,-1
313,3503
313,3502
313,3502
313,3503
312,3504
-1,-1
1962,3614
1963,3613
1963,3613
1963,3614
1962,3613
1962,3612
1963,3612
1962,3613
1963,3612
1964,3611
1963,3611
1963,3610
1964,3610
1964,3610
1965,3610
1964,3609
1964,3610
1964,3609
1963,3610
1964,3611
1965,3612
1966,3612
1967,3611
1967,3610
-1,-1
169,3799
170,3798
169,3798
168,3797
169,3798
168,3798
169,3799
170,3799
170,3798
171,3797
171,3798
171,3799
172,3800
173,3799
172,3800
172,3799
172,3800
173,3801
173,3800
172,3801
173,3802
174,3801
173,3800
172,3800
-1,-1
433,2587
434,2587
433,2586
432,2586
432,2587
431,2586
430,2586
429,2585
430,2584
431,2583
430,2582
429,2581
429,2581
-1,-1
3703,2257
3703,2256
3704,2256
3705,2255
3705,2254
-1,-1
682,88
681,87
681,88
682,89
681,89
681,90
681,91
681,91
681,92
-1,-1
3750,621
3749,620
3750,620
3749,621
3750,622
-1,-1
1516,860
-1,-1
255,3454
256,3453
255,3453
254,3454
255,3453
255,3453
256,3454
-1,-1
254,2407
253,2407
254,2407
254,2408
255,2409
254,2409
253,2408
254,2409
255,2408
-1,-1
1724,170
1723,169
1724,170
1723,170
1724,171
1725,172
1725,173
1726,172
1727,173
1726,174
1727,173
1726,174
1727,173
1728,172
1727,172
1727,172
1727,172
1726,173
1726,173
1726,173
1726,172
1726,172
1725,173
-1,-1
3918,2549
3918,2548
3918,2549
3918,2548
3917,2549
3917,2550
3917,2551
3917,2552
3917,2551
3918,2551
3918,2552
3917,2552
3918,2553
3917,2554
-1,-1
2008,1021
2007,1020
2007,1020
2006,1019
2005,1019
2004,1018
2005,1019
2005,1020
2005,1020
2005,1021
2004,1021
-1,-1
1389,3678
1390,3679
1389,3679
1388,3680
1389,3680
-1,-1
1569,143
1568,143
1569,143
1568,142
1567,142
1566,142
1565,141
-1,-1
3901,2661
3902,2661
3903,2662
3903,2663
3904,2664
3903,2663
3903,2663
3903,2662
3903,2663
3903,2664
3904,2664
3904,2665
3905,2665
3904,2664
3903,2665
3904,2665
3905,2664
3905,2665
-1,-1
3310,2404
3309,2404
3310,2403
3311,2404
3310,2403
3311,2403
3312,2403
3311,2402
3311,2402
3312,2402
3311,2401
3311,2400
3312,2401
3313,2401
3313,2400
3312,2399
-1,-1
2954,1049
2953,1050
2952,1050
-1,-1
1248,740
1247,741
1248,740
1249,740
1249,740
1250,739
1249,739
1249,740
1250,740
1249,741
1249,741
1250,740
1249,741
1248,741
1247,740
1248,739
1248,740
1247,741
1246,742
1246,742
1246,742
1246,743
1247,744
1246,745
1246,745
1245,746
1245,747
1245,746
-1,-1
2409,849
-1,-1
1955,83
1955,83
1954,83
1954,82
-1,-1
3824,795
3823,796
3822,795
3821,795
3822,795
-1,-1
4041,3061
4040,3062
4040,3061
4041,3061
4041,3062
4041,3062
4040,3062
4041,3063
4042,3064
-1,-1
3274,886
3273,886
3272,885
3272,886
3273,885
3272,884
3271,885
3270,886
3271,885
3271,885
3271,884
3271,885
3271,885
3271,884
3271,884
3270,884
3271,884
3270,883
3269,883
3270,884
3269,883
3269,882
3268,882
3269,883
3269,883
3269,884
3269,883
3268,884
3267,885
3266,885
3267,884
3268,885
3267,886
3266,886
3267,885
3268,885
3267,885
3266,886
-1,-1
3387,3155
3387,3156
3388,3156
3387,3155
3387,3154
3387,3153
3388,3153
3388,3154
3387,3155
3386,3156
3385,3157
3386,3156
3386,3156
3387,3157
3388,3157
-1,-1
3501,3534
3501,3533
3500,3532
3500,3533
3500,3534
3501,3535
3501,3536
-1,-1
997,422
-1,-1
456,1555
455,1555
454,1555
455,1554
454,1555
453,1556
454,1556
455,1557
454,1557
453,1556
452,1555
451,1554
451,1555
451,1556
451,1556
452,1557
451,1556
450,1555
-1,-1
783,697
-1,-1
1535,2887
1536,2886
1536,2886
1536,2885
1537,2885
1536,2885
1535,2884
1534,2883
1535,2884
1534,2884
1533,2885
1533,2885
1532,2885
1533,2885
1534,2885
1533,2886
1532,2885
1533,2884
1532,2884
-1,-1
2128,3091
2127,3092
2127,3092
-1,-1
502,3409
503,3410
504,3409
503,3410
504,3411
505,3412
506,3411
507,3410
-1,-1
2102,2951
2103,2950
2103,2951
2104,2952
-1,-1
3739,2648
3738,2649
3739,2650
3739,2651
3740,2652
3741,2653
3742,2654
3743,2654
3742,2654
-1,-1
1739,2686
1740,2685
1741,2684
-1,-1
84,987
84,986
83,987
83,988
84,989
84,988
83,987
83,987
82,986
82,985
81,986
82,986
82,987
-1,-1
2556,2922
2557,2922
2556,2923
2555,2923
2555,2922
-1,-1
3159,3428
3158,3429
3157,3430
3158,3431
-1,-1
1576,3382
1575,3383
1574,3383
1573,3384
1574,3383
1575,3383
1575,3384
1574,3383
1573,3382
1572,3381
1571,3381
1570,3380
1570,3379
-1,-1
3747,3361
3748,3360
3749,3361
3749,3360
3749,3361
3748,3362
-1,-1
2003,415
2002,415
2003,416
2003,416
2003,415
2004,414
2004,415
2004,414
2003,414
2002,413
2002,414
2003,414
2004,415
-1,-1
3001,3213
3000,3214
3001,3213
3000,3213
2999,3212
2998,3213
2998,3213
2999,3213
3000,3213
3000,3214
2999,3213
2999,3213
2999,3214
-1,-1
3002,436
3001,437
3000,437
2999,437
3000,436
3000,436
3000,436
3001,437
3001,436
3002,435
3001,436
3002,437
3002,436
3002,437
3002,438
3002,437
3001,437
3000,436
2999,437
2998,438
2998,438
2999,439
2999,438
2999,438
2998,438
2997,439
2997,440
2998,440
2997,441
2996,441
-1,-1
1339,3567
1338,3567
1339,3567
1338,3568
1338,3567
1338,3566
1337,3565
1337,3565
1338,3566
1339,3566
1338,3567
-1,-1
2842,1378
2841,1378
2841,1378
2842,1378
2841,1379
2841,1380
2842,1379
2841,1379
2842,1379
2842,1378
2843,1379
2844,1379
2844,1379
2843,1380
2842,1380
2841,1381
2842,1381
2843,1381
2843,1382
2844,1381
2843,1380
2842,1381
-1,-1
3461,463
3460,464
3460,464
3459,464
3459,464
3460,463
3461,462
-1,-1
2485,1216
2484,1216
2485,1215
2486,1214
2487,1215
2486,1215
2486,1214
2487,1213
2487,1214
2488,1213
2487,1214
2487,1214
-1,-1
3038,1227
3038,1227
3037,1226
3038,1227
3037,1227
-1,-1
2930,1290
2930,1291
2930,1292
2931,1293
2932,1293
2932,1293
2931,1293
2931,1293
2931,1292
2931,1291
2931,1292
-1,-1
2457,3733
2457,3734
2456,3733
-1,-1
150,501
150,501
149,502
150,502
151,501
151,502
151,503
151,504
152,503
151,504
151,503
151,503
-1,-1
2225,3160
2224,3160
2224,3159
2223,3160
2223,3161
2224,3160
2225,3159
2226,3159
2227,3159
2227,3159
2226,3159
-1,-1
2499,720
2499,721
2499,720
2499,719
2499,719
2498,718
2497,718
2498,719
2498,718
2497,719
2496,720
2497,719
2496,719
2495,720
2496,719
2495,720
2496,719
-1,-1
4080,1291
4080,1292
4080,1293
4079,1292
4079,1293
4080,1294
4080,1294
4079,1293
-1,-1
1120,221
1119,220
1120,219
1120,219
1121,219
1121,218
1121,219
1120,220
1121,220
1121,221
-1,-1
66,2347
66,2347
67,2347
66,2348
65,2347
66,2348
65,2348
64,2348
65,2349
66,2350
65,2349
66,2348
67,2348
67,2349
67,2350
66,2351
67,2352
66,2351
65,2350
66,2350
66,2350
67,2349
66,2350
-1,-1
1731,2388
-1,-1
3388,1774
3389,1773
3390,1772
3391,1773
3391,1773
-1,-1
573,3896
572,3896
572,3896
572,3896
571,3896
571,3896
570,3896
571,3896
572,3895
572,3896
571,3897
572,3897
-1,-1
733,452
734,452
735,452
735,451
735,450
734,449
734,448
733,449
733,450
-1,-1
3233,304
3233,304
3234,303
3233,304
3232,304
3232,304
3231,304
3231,303
3230,302
3231,302
3232,303
3232,304
3231,304
3231,305
3230,306
-1,-1
2588,3417
2588,3418
2589,3417
2590,3416
2591,3417
2591,3416
2591,3417
2592,3416
2592,3415
2592,3416
2593,3417
2592,3417
2592,3417
2593,3417
2593,3417
-1,-1
1143,1019
1143,1018
1142,1019
1141,1018
1142,1019
1142,1019
1141,1018
1142,1017
1141,1017
1141,1017
1142,1016
1143,1016
1144,1015
1143,1016
1143,1017
1142,1018
1141,1018
1142,1019
1142,1019
1141,1020
1140,1021
1140,1020
1141,1020
1142,1020
1142,1020
1143,1020
1143,1019
-1,-1
4058,1838
-1,-1
3978,947
3977,948
3977,948
3976,949
-1,-1
2574,1115
2575,1115
2575,1114
2575,1113
2574,1113
-1,-1
1092,1661
1091,1661
1090,1661
1090,1661
1091,1661
1090,1660
1090,1659
1089,1660
1088,1660
1088,1659
1088,1659
1087,1658
1086,1657
1086,1658
1087,1659
1088,1659
1089,1660
1089,1660
-1,-1
1652,3597
1651,3598
-1,-1
414,3792
414,3792
413,3793
412,3794
412,3793
411,3792
411,3791
410,3792
409,3793
410,3793
409,3794
-1,-1
3518,1361
3517,1362
3516,1362
3515,1361
3515,1360
3516,1360
3517,1359
3517,1360
3517,1360
3517,1359
3516,1359
3517,1360
3518,1360
3517,1359
3517,1358
3517,1357
3516,1356
3517,1356
3517,1355
3518,1355
-1,-1
2547,1995
2546,1995
2545,1996
-1,-1
3961,3642
3961,3643
3960,3642
3959,3643
3959,3644
3958,3645
3958,3644
3957,3643
3958,3643
3957,3644
3957,3643
3956,3643
-1,-1
3693,3261
3694,3260
3695,3260
3696,3261
3697,3260
3697,3261
3697,3262
3696,3263
3697,3263
3697,3262
3698,3261
3698,3262
3699,3262
3700,3263
3701,3263
3700,3262
3699,3261
3700,3261
3699,3261
3700,3262
3699,3263
3700,3264
3701,3263
3702,3264
3703,3263
3703,3264
-1,-1
1934,1833
